OrderID,DateKey,ProductID,GeoID,ChannelID,PromotionID,Quantity,UnitPrice,DiscountPct,GrossSales,DiscountAmount,NetSales,UnitCost,CostOfGoods,Profit
ORD-20210107-000071,20210107,1003,518,301,0,2,204.45,0.0,408.9,0.0,408.9,108.85,217.7,191.2
ORD-20210107-000072,20210107,1018,501,301,0,6,627.63,0.0,3765.78,0.0,3765.78,368.52,2211.12,1554.66
ORD-20210107-000073,20210107,1020,504,304,0,10,1763.33,0.0,17633.3,0.0,17633.3,911.16,9111.6,8521.7
ORD-20210107-000074,20210107,1020,522,303,0,37,1763.33,0.0,65243.21,0.0,65243.21,911.16,33712.92,31530.29
ORD-20210107-000075,20210107,1001,504,301,0,30,195.14,0.0,5854.2,0.0,5854.2,105.82,3174.6,2679.6
ORD-20210108-000076,20210108,1021,503,303,0,6,2016.18,0.0,12097.08,0.0,12097.08,1132.3,6793.8,5303.28
ORD-20210108-000077,20210108,1018,524,302,0,10,627.63,0.0,6276.3,0.0,6276.3,368.52,3685.2,2591.1
ORD-20210108-000078,20210108,1016,501,304,0,96,252.72,0.0,24261.12,0.0,24261.12,128.58,12343.68,11917.44
ORD-20210108-000079,20210108,1002,503,305,0,45,158.28,0.0,7122.6,0.0,7122.6,83.66,3764.7,3357.9
ORD-20210108-000080,20210108,1020,513,302,0,23,1763.33,0.0,40556.59,0.0,40556.59,911.16,20956.68,19599.91
ORD-20210108-000081,20210108,1006,511,303,0,7,217.32,0.0,1521.24,0.0,1521.24,124.01,868.07,653.17
ORD-20210108-000082,20210108,1023,503,302,0,91,2441.4,0.0,222167.4,0.0,222167.4,1369.47,124621.77,97545.63
ORD-20210108-000083,20210108,1003,503,301,0,35,204.45,0.0,7155.75,0.0,7155.75,108.85,3809.75,3346.0
ORD-20210108-000084,20210108,1010,512,302,0,25,542.75,0.0,13568.75,0.0,13568.75,284.61,7115.25,6453.5
ORD-20210108-000085,20210108,1004,512,301,0,12,186.71,0.0,2240.52,0.0,2240.52,107.66,1291.92,948.6
ORD-20210108-000086,20210108,1010,509,301,0,7,542.75,0.0,3799.25,0.0,3799.25,284.61,1992.27,1806.98
ORD-20210108-000087,20210108,1018,514,303,0,17,627.63,0.0,10669.71,0.0,10669.71,368.52,6264.84,4404.87
ORD-20210108-000088,20210108,1020,511,302,0,60,1763.33,0.0,105799.8,0.0,105799.8,911.16,54669.6,51130.2
ORD-20210108-000089,20210108,1013,517,304,0,43,539.74,0.0,23208.82,0.0,23208.82,327.32,14074.76,9134.06
ORD-20210108-000090,20210108,1013,510,303,0,7,539.74,0.0,3778.18,0.0,3778.18,327.32,2291.24,1486.94
ORD-20210108-000091,20210108,1012,502,301,0,33,852.4,0.0,28129.2,0.0,28129.2,495.07,16337.31,11791.89
ORD-20210108-000092,20210108,1001,505,301,0,31,195.14,0.0,6049.34,0.0,6049.34,105.82,3280.42,2768.92
ORD-20210108-000093,20210108,1019,501,303,0,7,2155.26,0.0,15086.82,0.0,15086.82,1243.92,8707.44,6379.38
ORD-20210109-000094,20210109,1015,502,301,0,92,321.89,0.0,29613.88,0.0,29613.88,163.52,15043.84,14570.04
ORD-20210109-000095,20210109,1020,506,303,0,30,1763.33,0.0,52899.9,0.0,52899.9,911.16,27334.8,25565.1
ORD-20210109-000096,20210109,1008,513,301,0,22,196.47,0.0,4322.34,0.0,4322.34,129.1,2840.2,1482.14
ORD-20210109-000097,20210109,1004,503,304,0,70,186.71,0.0,13069.7,0.0,13069.7,107.66,7536.2,5533.5
ORD-20210109-000098,20210109,1013,520,305,0,57,539.74,0.0,30765.18,0.0,30765.18,327.32,18657.24,12107.94
ORD-20210109-000099,20210109,1008,502,303,0,15,196.47,0.0,2947.05,0.0,2947.05,129.1,1936.5,1010.55
ORD-20210109-000100,20210109,1012,503,301,0,21,852.4,0.0,17900.4,0.0,17900.4,495.07,10396.47,7503.93
ORD-20210109-000101,20210109,1005,505,302,0,74,120.36,0.0,8906.64,0.0,8906.64,68.4,5061.6,3845.04
ORD-20210109-000102,20210109,1012,502,301,0,60,852.4,0.0,51144.0,0.0,51144.0,495.07,29704.2,21439.8
ORD-20210109-000103,20210109,1017,514,303,0,24,357.47,0.0,8579.28,0.0,8579.28,208.24,4997.76,3581.52
ORD-20210109-000104,20210109,1007,511,301,0,47,193.73,0.0,9105.31,0.0,9105.31,110.72,5203.84,3901.47
ORD-20210109-000105,20210109,1020,520,302,0,34,1763.33,0.0,59953.22,0.0,59953.22,911.16,30979.44,28973.78
ORD-20210109-000106,20210109,1014,520,301,0,19,620.24,0.0,11784.56,0.0,11784.56,337.6,6414.4,5370.16
ORD-20210110-000107,20210110,1022,513,301,0,20,1209.05,0.0,24181.0,0.0,24181.0,672.03,13440.6,10740.4
ORD-20210110-000108,20210110,1004,501,304,0,108,186.71,0.0,20164.68,0.0,20164.68,107.66,11627.28,8537.4
ORD-20210110-000109,20210110,1015,501,301,0,22,321.89,0.0,7081.58,0.0,7081.58,163.52,3597.44,3484.14
ORD-20210110-000110,20210110,1017,524,302,0,34,357.47,0.0,12153.98,0.0,12153.98,208.24,7080.16,5073.82
ORD-20210110-000111,20210110,1022,516,305,0,25,1209.05,0.0,30226.25,0.0,30226.25,672.03,16800.75,13425.5
ORD-20210110-000112,20210110,1021,502,303,0,42,2016.18,0.0,84679.56,0.0,84679.56,1132.3,47556.6,37122.96
ORD-20210110-000113,20210110,1018,524,305,0,25,627.63,0.0,15690.75,0.0,15690.75,368.52,9213.0,6477.75
ORD-20210110-000114,20210110,1019,517,301,0,1,2155.26,0.0,2155.26,0.0,2155.26,1243.92,1243.92,911.34
ORD-20210110-000115,20210110,1020,509,305,0,10,1763.33,0.0,17633.3,0.0,17633.3,911.16,9111.6,8521.7
ORD-20210111-000116,20210111,1013,519,304,0,49,539.74,0.0,26447.26,0.0,26447.26,327.32,16038.68,10408.58
ORD-20210111-000117,20210111,1007,501,301,0,47,193.73,0.0,9105.31,0.0,9105.31,110.72,5203.84,3901.47
ORD-20210111-000118,20210111,1019,518,304,0,51,2155.26,0.0,109918.26,0.0,109918.26,1243.92,63439.92,46478.34
ORD-20210111-000119,20210111,1001,504,302,0,32,195.14,0.0,6244.48,0.0,6244.48,105.82,3386.24,2858.24
ORD-20210111-000120,20210111,1001,510,303,0,14,195.14,0.0,2731.96,0.0,2731.96,105.82,1481.48,1250.48
ORD-20210111-000121,20210111,1022,514,301,0,1,1209.05,0.0,1209.05,0.0,1209.05,672.03,672.03,537.02
ORD-20210111-000122,20210111,1007,520,301,0,22,193.73,0.0,4262.06,0.0,4262.06,110.72,2435.84,1826.22
ORD-20210111-000123,20210111,1005,521,301,0,19,120.36,0.0,2286.84,0.0,2286.84,68.4,1299.6,987.24
ORD-20210111-000124,20210111,1007,516,303,0,22,193.73,0.0,4262.06,0.0,4262.06,110.72,2435.84,1826.22
ORD-20210111-000125,20210111,1010,503,302,0,34,542.75,0.0,18453.5,0.0,18453.5,284.61,9676.74,8776.76
ORD-20210111-000126,20210111,1008,522,302,0,21,196.47,0.0,4125.87,0.0,4125.87,129.1,2711.1,1414.77
ORD-20210111-000127,20210111,1002,504,301,0,6,158.28,0.0,949.68,0.0,949.68,83.66,501.96,447.72
ORD-20210111-000128,20210111,1017,506,302,0,53,357.47,0.0,18945.91,0.0,18945.91,208.24,11036.72,7909.19
ORD-20210111-000129,20210111,1013,505,304,0,56,539.74,0.0,30225.44,0.0,30225.44,327.32,18329.92,11895.52
ORD-20210111-000130,20210111,1006,522,302,0,38,217.32,0.0,8258.16,0.0,8258.16,124.01,4712.38,3545.78
ORD-20210111-000131,20210111,1017,505,301,0,47,357.47,0.0,16801.09,0.0,16801.09,208.24,9787.28,7013.81
ORD-20210111-000132,20210111,1004,521,301,0,3,186.71,0.0,560.13,0.0,560.13,107.66,322.98,237.15
ORD-20210111-000133,20210111,1020,508,302,0,44,1763.33,0.0,77586.52,0.0,77586.52,911.16,40091.04,37495.48
ORD-20210111-000134,20210111,1018,519,304,0,23,627.63,0.0,14435.49,0.0,14435.49,368.52,8475.96,5959.53
ORD-20210112-000135,20210112,1017,523,302,0,28,357.47,0.0,10009.16,0.0,10009.16,208.24,5830.72,4178.44
ORD-20210112-000136,20210112,1001,523,301,0,5,195.14,0.0,975.7,0.0,975.7,105.82,529.1,446.6
ORD-20210112-000137,20210112,1002,508,302,0,8,158.28,0.0,1266.24,0.0,1266.24,83.66,669.28,596.96
ORD-20210112-000138,20210112,1001,502,301,0,33,195.14,0.0,6439.62,0.0,6439.62,105.82,3492.06,2947.56
ORD-20210112-000139,20210112,1004,505,301,0,6,186.71,0.0,1120.26,0.0,1120.26,107.66,645.96,474.3
ORD-20210112-000140,20210112,1001,502,304,0,32,195.14,0.0,6244.48,0.0,6244.48,105.82,3386.24,2858.24
ORD-20210112-000141,20210112,1012,506,302,0,4,852.4,0.0,3409.6,0.0,3409.6,495.07,1980.28,1429.32
ORD-20210112-000142,20210112,1021,505,301,0,16,2016.18,0.0,32258.88,0.0,32258.88,1132.3,18116.8,14142.08
ORD-20210112-000143,20210112,1018,504,301,0,16,627.63,0.0,10042.08,0.0,10042.08,368.52,5896.32,4145.76
ORD-20210112-000144,20210112,1001,509,303,0,11,195.14,0.0,2146.54,0.0,2146.54,105.82,1164.02,982.52
ORD-20210112-000145,20210112,1003,522,301,0,7,204.45,0.0,1431.15,0.0,1431.15,108.85,761.95,669.2
ORD-20210112-000146,20210112,1001,502,302,0,54,195.14,0.0,10537.56,0.0,10537.56,105.82,5714.28,4823.28
ORD-20210112-000147,20210112,1014,520,301,0,14,620.24,0.0,8683.36,0.0,8683.36,337.6,4726.4,3956.96
ORD-20210112-000148,20210112,1016,503,303,0,63,252.72,0.0,15921.36,0.0,15921.36,128.58,8100.54,7820.82
ORD-20210112-000149,20210112,1022,508,302,0,79,1209.05,0.0,95514.95,0.0,95514.95,672.03,53090.37,42424.58
ORD-20210112-000150,20210112,1007,519,301,0,23,193.73,0.0,4455.79,0.0,4455.79,110.72,2546.56,1909.23
ORD-20210113-000151,20210113,1006,502,301,0,26,217.32,0.0,5650.32,0.0,5650.32,124.01,3224.26,2426.06
ORD-20210113-000152,20210113,1001,503,303,0,92,195.14,0.0,17952.88,0.0,17952.88,105.82,9735.44,8217.44
ORD-20210113-000153,20210113,1006,521,302,0,21,217.32,0.0,4563.72,0.0,4563.72,124.01,2604.21,1959.51
ORD-20210113-000154,20210113,1003,516,301,0,17,204.45,0.0,3475.65,0.0,3475.65,108.85,1850.45,1625.2
ORD-20210113-000155,20210113,1001,501,305,0,54,195.14,0.0,10537.56,0.0,10537.56,105.82,5714.28,4823.28
ORD-20210113-000156,20210113,1003,521,304,0,20,204.45,0.0,4089.0,0.0,4089.0,108.85,2177.0,1912.0
ORD-20210113-000157,20210113,1005,501,302,0,41,120.36,0.0,4934.76,0.0,4934.76,68.4,2804.4,2130.36
ORD-20210113-000158,20210113,1018,520,301,0,6,627.63,0.0,3765.78,0.0,3765.78,368.52,2211.12,1554.66
ORD-20210113-000159,20210113,1021,505,302,0,21,2016.18,0.0,42339.78,0.0,42339.78,1132.3,23778.3,18561.48
ORD-20210113-000160,20210113,1008,515,303,0,13,196.47,0.0,2554.11,0.0,2554.11,129.1,1678.3,875.81
ORD-20210113-000161,20210113,1023,508,302,0,28,2441.4,0.0,68359.2,0.0,68359.2,1369.47,38345.16,30014.04
ORD-20210114-000162,20210114,1010,502,304,0,113,542.75,0.0,61330.75,0.0,61330.75,284.61,32160.93,29169.82
ORD-20210114-000163,20210114,1003,523,301,0,21,204.45,0.0,4293.45,0.0,4293.45,108.85,2285.85,2007.6
ORD-20210114-000164,20210114,1021,522,301,0,5,2016.18,0.0,10080.9,0.0,10080.9,1132.3,5661.5,4419.4
ORD-20210114-000165,20210114,1021,507,302,0,35,2016.18,0.0,70566.3,0.0,70566.3,1132.3,39630.5,30935.8
ORD-20210114-000166,20210114,1019,518,302,0,11,2155.26,0.0,23707.86,0.0,23707.86,1243.92,13683.12,10024.74
ORD-20210114-000167,20210114,1021,519,301,0,10,2016.18,0.0,20161.8,0.0,20161.8,1132.3,11323.0,8838.8
ORD-20210114-000168,20210114,1019,501,305,0,130,2155.26,0.0,280183.8,0.0,280183.8,1243.92,161709.6,118474.2
ORD-20210114-000169,20210114,1021,507,301,0,51,2016.18,0.0,102825.18,0.0,102825.18,1132.3,57747.3,45077.88
ORD-20210114-000170,20210114,1014,508,302,0,25,620.24,0.0,15506.0,0.0,15506.0,337.6,8440.0,7066.0
ORD-20210114-000171,20210114,1004,507,301,0,36,186.71,0.0,6721.56,0.0,6721.56,107.66,3875.76,2845.8
ORD-20210114-000172,20210114,1004,515,301,0,1,186.71,0.0,186.71,0.0,186.71,107.66,107.66,79.05
ORD-20210114-000173,20210114,1002,517,304,0,40,158.28,0.0,6331.2,0.0,6331.2,83.66,3346.4,2984.8
ORD-20210114-000174,20210114,1004,503,302,0,7,186.71,0.0,1306.97,0.0,1306.97,107.66,753.62,553.35
ORD-20210114-000175,20210114,1001,509,305,0,24,195.14,0.0,4683.36,0.0,4683.36,105.82,2539.68,2143.68
ORD-20210114-000176,20210114,1012,502,301,0,12,852.4,0.0,10228.8,0.0,10228.8,495.07,5940.84,4287.96
ORD-20210114-000177,20210114,1021,522,305,0,8,2016.18,0.0,16129.44,0.0,16129.44,1132.3,9058.4,7071.04
ORD-20210114-000178,20210114,1023,502,301,0,49,2441.4,0.0,119628.6,0.0,119628.6,1369.47,67104.03,52524.57
ORD-20210114-000179,20210114,1002,520,302,0,11,158.28,0.0,1741.08,0.0,1741.08,83.66,920.26,820.82
ORD-20210114-000180,20210114,1004,505,301,0,6,186.71,0.0,1120.26,0.0,1120.26,107.66,645.96,474.3
ORD-20210115-000181,20210115,1007,507,303,0,33,193.73,0.0,6393.09,0.0,6393.09,110.72,3653.76,2739.33
ORD-20210115-000182,20210115,1004,523,301,0,6,186.71,0.0,1120.26,0.0,1120.26,107.66,645.96,474.3
ORD-20210115-000183,20210115,1005,520,301,0,35,120.36,0.0,4212.6,0.0,4212.6,68.4,2394.0,1818.6
ORD-20210115-000184,20210115,1011,504,303,0,15,491.02,0.0,7365.3,0.0,7365.3,250.08,3751.2,3614.1
ORD-20210115-000185,20210115,1013,504,301,0,33,539.74,0.0,17811.42,0.0,17811.42,327.32,10801.56,7009.86
ORD-20210115-000186,20210115,1023,521,303,0,19,2441.4,0.0,46386.6,0.0,46386.6,1369.47,26019.93,20366.67
ORD-20210115-000187,20210115,1013,511,302,0,25,539.74,0.0,13493.5,0.0,13493.5,327.32,8183.0,5310.5
ORD-20210115-000188,20210115,1003,523,302,0,32,204.45,0.0,6542.4,0.0,6542.4,108.85,3483.2,3059.2
ORD-20210115-000189,20210115,1013,504,301,0,56,539.74,0.0,30225.44,0.0,30225.44,327.32,18329.92,11895.52
ORD-20210115-000190,20210115,1003,522,301,0,36,204.45,0.0,7360.2,0.0,7360.2,108.85,3918.6,3441.6
ORD-20210115-000191,20210115,1008,510,301,0,7,196.47,0.0,1375.29,0.0,1375.29,129.1,903.7,471.59
ORD-20210115-000192,20210115,1020,517,302,0,24,1763.33,0.0,42319.92,0.0,42319.92,911.16,21867.84,20452.08
ORD-20210115-000193,20210115,1007,501,301,0,9,193.73,0.0,1743.57,0.0,1743.57,110.72,996.48,747.09
ORD-20210115-000194,20210115,1016,517,303,0,22,252.72,0.0,5559.84,0.0,5559.84,128.58,2828.76,2731.08
ORD-20210115-000195,20210115,1010,513,301,0,4,542.75,0.0,2171.0,0.0,2171.0,284.61,1138.44,1032.56
ORD-20210115-000196,20210115,1006,502,302,0,50,217.32,0.0,10866.0,0.0,10866.0,124.01,6200.5,4665.5
ORD-20210115-000197,20210115,1017,507,304,0,15,357.47,0.0,5362.05,0.0,5362.05,208.24,3123.6,2238.45
ORD-20210115-000198,20210115,1019,509,303,0,29,2155.26,0.0,62502.54,0.0,62502.54,1243.92,36073.68,26428.86
ORD-20210116-000199,20210116,1004,515,304,0,37,186.71,0.0,6908.27,0.0,6908.27,107.66,3983.42,2924.85
ORD-20210116-000200,20210116,1011,521,303,0,8,491.02,0.0,3928.16,0.0,3928.16,250.08,2000.64,1927.52
ORD-20210116-000201,20210116,1018,505,304,0,216,627.63,0.0,135568.08,0.0,135568.08,368.52,79600.32,55967.76
ORD-20210116-000202,20210116,1019,507,302,0,10,2155.26,0.0,21552.6,0.0,21552.6,1243.92,12439.2,9113.4
ORD-20210116-000203,20210116,1022,508,302,0,31,1209.05,0.0,37480.55,0.0,37480.55,672.03,20832.93,16647.62
ORD-20210116-000204,20210116,1010,508,301,0,50,542.75,0.0,27137.5,0.0,27137.5,284.61,14230.5,12907.0
ORD-20210116-000205,20210116,1018,514,301,0,2,627.63,0.0,1255.26,0.0,1255.26,368.52,737.04,518.22
ORD-20210116-000206,20210116,1004,518,304,0,32,186.71,0.0,5974.72,0.0,5974.72,107.66,3445.12,2529.6
ORD-20210116-000207,20210116,1003,505,301,0,17,204.45,0.0,3475.65,0.0,3475.65,108.85,1850.45,1625.2
ORD-20210116-000208,20210116,1018,522,301,0,13,627.63,0.0,8159.19,0.0,8159.19,368.52,4790.76,3368.43
ORD-20210116-000209,20210116,1023,512,301,0,19,2441.4,0.0,46386.6,0.0,46386.6,1369.47,26019.93,20366.67
ORD-20210116-000210,20210116,1006,524,301,0,19,217.32,0.0,4129.08,0.0,4129.08,124.01,2356.19,1772.89
ORD-20210116-000211,20210116,1008,521,302,0,18,196.47,0.0,3536.46,0.0,3536.46,129.1,2323.8,1212.66
ORD-20210116-000212,20210116,1023,520,301,0,41,2441.4,0.0,100097.4,0.0,100097.4,1369.47,56148.27,43949.13
ORD-20210116-000213,20210116,1017,506,301,0,27,357.47,0.0,9651.69,0.0,9651.69,208.24,5622.48,4029.21
ORD-20210116-000214,20210116,1022,520,305,0,4,1209.05,0.0,4836.2,0.0,4836.2,672.03,2688.12,2148.08
ORD-20210116-000215,20210116,1020,509,302,0,54,1763.33,0.0,95219.82,0.0,95219.82,911.16,49202.64,46017.18
ORD-20210116-000216,20210116,1017,505,301,0,24,357.47,0.0,8579.28,0.0,8579.28,208.24,4997.76,3581.52
ORD-20210116-000217,20210116,1004,519,304,0,45,186.71,0.0,8401.95,0.0,8401.95,107.66,4844.7,3557.25
ORD-20210116-000218,20210116,1001,506,303,0,11,195.14,0.0,2146.54,0.0,2146.54,105.82,1164.02,982.52
ORD-20210116-000219,20210116,1020,502,301,0,31,1763.33,0.0,54663.23,0.0,54663.23,911.16,28245.96,26417.27
ORD-20210116-000220,20210116,1004,503,302,0,25,186.71,0.0,4667.75,0.0,4667.75,107.66,2691.5,1976.25
ORD-20210116-000221,20210116,1023,502,301,0,49,2441.4,0.0,119628.6,0.0,119628.6,1369.47,67104.03,52524.57
ORD-20210117-000222,20210117,1021,503,302,0,39,2016.18,0.0,78631.02,0.0,78631.02,1132.3,44159.7,34471.32
